946 	 2426 	 876925215 	 4921344000 	 19685376000 	 1 	 4 	 16404480000 	 72179712000 	 25344000 	 119808000 	 1640448000 	 6561792000 	 241320960 	 965283840 	 0 	 1640448000 	 0 	 21.3346	recordings/acmmm2011/./1920x1200/desktop.mov

629 	 1998 	 575295457 	 3442176000 	 13768704000 	 1 	 4 	 11473920000 	 50485248000 	 25344000 	 119808000 	 1147392000 	 4589568000 	 166228992 	 664915968 	 0 	 1147392000 	 0 	 22.5539	recordings/acmmm2011/./1920x1200/digg.mov

1249 	 2352 	 521190526 	 4665600000 	 18662400000 	 1 	 4 	 15552000000 	 68428800000 	 25344000 	 119808000 	 1555200000 	 6220800000 	 152614656 	 610458624 	 0 	 1555200000 	 0 	 42.2987	recordings/acmmm2011/./1920x1200/document.mov

1019 	 2328 	 382648102 	 4582656000 	 18330624000 	 1 	 4 	 15275520000 	 67212288000 	 25344000 	 119808000 	 1527552000 	 6110208000 	 117992448 	 471969792 	 0 	 1527552000 	 0 	 25.8219	recordings/acmmm2011/./1920x1200/email.mov

1005 	 2456 	 883903986 	 5025024000 	 20100096000 	 1 	 4 	 16750080000 	 73700352000 	 25344000 	 119808000 	 1675008000 	 6700032000 	 243042048 	 972168192 	 0 	 1675008000 	 0 	 33.2659	recordings/acmmm2011/./1920x1200/flickr.mov

1496 	 3000 	 1928096434 	 6905088000 	 27620352000 	 1 	 4 	 23016960000 	 101274624000 	 25344000 	 119808000 	 2301696000 	 9206784000 	 501481728 	 2005926912 	 0 	 2301696000 	 0 	 32.9054	recordings/acmmm2011/./1920x1200/maps.mov

889 	 2130 	 731612431 	 3898368000 	 15593472000 	 1 	 4 	 12994560000 	 57176064000 	 25344000 	 119808000 	 1299456000 	 5197824000 	 205026048 	 820104192 	 0 	 1299456000 	 0 	 29.1016	recordings/acmmm2011/./1920x1200/npr.mov

949 	 1254 	 101892517 	 870912000 	 3483648000 	 1 	 4 	 2903040000 	 12773376000 	 25344000 	 119808000 	 290304000 	 1161216000 	 48324096 	 193296384 	 0 	 290304000 	 0 	 31.116	recordings/acmmm2011/./1920x1200/presentation.mov

1304 	 2534 	 968000733 	 5294592000 	 21178368000 	 1 	 4 	 17648640000 	 77654016000 	 25344000 	 119808000 	 1764864000 	 7059456000 	 263692800 	 1054771200 	 0 	 1764864000 	 0 	 33.9722	recordings/acmmm2011/./1920x1200/slideshow.mov

1498 	 2942 	 635794437 	 6704640000 	 26818560000 	 1 	 4 	 22348800000 	 98334720000 	 25344000 	 119808000 	 2234880000 	 8939520000 	 180940032 	 723760128 	 0 	 2234880000 	 0 	 21.5618	recordings/acmmm2011/./1920x1200/xcode.mov

1052 	 2904 	 1227752062 	 6573312000 	 26293248000 	 1 	 4 	 21911040000 	 96408576000 	 25344000 	 119808000 	 2191104000 	 8764416000 	 328665600 	 1314662400 	 0 	 2191104000 	 0 	 34.2702	recordings/acmmm2011/./1920x1200/youtube.mov

946 	 2430 	 469128853 	 2776032000 	 11104128000 	 1 	 4 	 9253440000 	 40715136000 	 14256000 	 67392000 	 925344000 	 3701376000 	 129339504 	 517358016 	 0 	 925344000 	 0 	 21.3292	recordings/acmmm2011/./1440x900/desktop.mov

629 	 1996 	 288154100 	 1932336000 	 7729344000 	 1 	 4 	 6441120000 	 28340928000 	 14256000 	 67392000 	 644112000 	 2576448000 	 84435696 	 337742784 	 0 	 644112000 	 0 	 22.4276	recordings/acmmm2011/./1440x900/digg.mov

1249 	 2374 	 278246585 	 2667168000 	 10668672000 	 1 	 4 	 8890560000 	 39118464000 	 14256000 	 67392000 	 889056000 	 3556224000 	 81851472 	 327405888 	 0 	 889056000 	 0 	 40.028	recordings/acmmm2011/./1440x900/document.mov

1019 	 2332 	 189659804 	 2585520000 	 10342080000 	 1 	 4 	 8618400000 	 37920960000 	 14256000 	 67392000 	 861840000 	 3447360000 	 59705424 	 238821696 	 0 	 861840000 	 0 	 25.8117	recordings/acmmm2011/./1440x900/email.mov

1005 	 2474 	 475820883 	 2861568000 	 11446272000 	 1 	 4 	 9538560000 	 41969664000 	 14256000 	 67392000 	 953856000 	 3815424000 	 130964688 	 523858752 	 0 	 953856000 	 0 	 33.751	recordings/acmmm2011/./1440x900/flickr.mov

1496 	 2974 	 935750453 	 3833568000 	 15334272000 	 1 	 4 	 12778560000 	 56225664000 	 14256000 	 67392000 	 1277856000 	 5111424000 	 243965520 	 975862080 	 0 	 1277856000 	 0 	 33.5814	recordings/acmmm2011/./1440x900/maps.mov

889 	 2176 	 357450242 	 2282256000 	 9129024000 	 1 	 4 	 7607520000 	 33473088000 	 14256000 	 67392000 	 760752000 	 3043008000 	 101456064 	 405824256 	 0 	 760752000 	 0 	 29.4127	recordings/acmmm2011/./1440x900/npr.mov

949 	 1256 	 54408306 	 493776000 	 1975104000 	 1 	 4 	 1645920000 	 7242048000 	 14256000 	 67392000 	 164592000 	 658368000 	 26390448 	 105561792 	 0 	 164592000 	 0 	 31.1696	recordings/acmmm2011/./1440x900/presentation.mov

1304 	 2540 	 481911480 	 2989872000 	 11959488000 	 1 	 4 	 9966240000 	 43851456000 	 14256000 	 67392000 	 996624000 	 3986496000 	 132311232 	 529244928 	 0 	 996624000 	 0 	 33.8615	recordings/acmmm2011/./1440x900/slideshow.mov

1498 	 2950 	 303209645 	 3786912000 	 15147648000 	 1 	 4 	 12623040000 	 55541376000 	 14256000 	 67392000 	 1262304000 	 5049216000 	 87770304 	 351081216 	 0 	 1262304000 	 0 	 21.4981	recordings/acmmm2011/./1440x900/xcode.mov

1052 	 2890 	 645950483 	 3670272000 	 14681088000 	 1 	 4 	 12234240000 	 53830656000 	 14256000 	 67392000 	 1223424000 	 4893696000 	 173211696 	 692846784 	 0 	 1223424000 	 0 	 34.4454	recordings/acmmm2011/./1440x900/youtube.mov

946 	 2326 	 187105985 	 1143936000 	 4575744000 	 1 	 4 	 3813120000 	 16777728000 	 6336000 	 29952000 	 381312000 	 1525248000 	 51732288 	 206929152 	 0 	 381312000 	 0 	 21.17	recordings/acmmm2011/./960x600/desktop.mov

