Frames,Commands Sent,Bytes Transmitted,IV Num Reads,IV Bytes Read,IV Num Writes,IV Bytes Written,CP Num Reads,CP Bytes Read,CP Num Writes,CP Bytes Written,FV Num Reads,FV Bytes Read,FV Num Writes,FV Bytes Written,Pixels Mapped,Pixels Blended,PSNR,File Name,L1-Hit,L1-Miss,L1-Load,L1-Store,L1-Evict,L2-Hit,L2-Miss,L2-Load,L2-Store,L2-Evict,L3-Hit,L3-Miss,L3-Load,L3-Store,L3-Evict,Mem-Hit,Mem-Miss,Mem-Load,Mem-Store,Mem-Evict
240 , 182 , 22596419 , 91 , 2515968000 , 0 , 0 , 182 , 9225216000 , 7887 , 72686592 , 91000 , 838656000 , 2428 , 22376448 , 209664000 , 0 , inf,../recordings/acmmm2011/./1920x1200/document.mov,182798336,678234112,861032448,22376448,22376448,31919104,646315008,678234112,22376448,22376448,623938560,22376448,646315008,22376448,22376448,22376448,0,22376448,22376448,0
240 , 292 , 108303166 , 146 , 4036608000 , 0 , 0 , 292 , 14800896000 , 24260 , 223580160 , 146000 , 1345536000 , 11673 , 107578368 , 336384000 , 0 , inf,../recordings/acmmm2011/./1920x1200/email.mov,458741760,994372608,1453114368,107578368,107578368,67091456,927281152,994372608,107578368,107578368,817855488,109425664,927281152,107578368,107578368,109425664,0,109425664,107578368,0
240 , 318 , 212704311 , 159 , 4396032000 , 0 , 0 , 318 , 16118784000 , 26757 , 246592512 , 159000 , 1465344000 , 22980 , 211783680 , 366336000 , 0 , inf,../recordings/acmmm2011/./1920x1200/digg.mov,624687104,1052440576,1677127680,211783680,211783680,64455680,987984896,1052440576,211783680,211783680,774605824,213379072,987984896,211783680,211783680,213379072,0,213379072,211783680,0
240 , 410 , 196555877 , 205 , 5667840000 , 0 , 0 , 410 , 20782080000 , 24441 , 225248256 , 205000 , 1889280000 , 21236 , 195710976 , 472320000 , 0 , inf,../recordings/acmmm2011/./1920x1200/desktop.mov,839684096,1245306880,2084990976,195710976,195710976,73371648,1171935232,1245306880,195710976,195710976,973122560,198812672,1171935232,195710976,195710976,198812672,0,198812672,195710976,0
240 , 64 , 19908760 , 32 , 884736000 , 0 , 0 , 64 , 3244032000 , 8217 , 75727872 , 32000 , 294912000 , 2136 , 19685376 , 73728000 , 0 , inf,../recordings/acmmm2011/./1920x1200/presentation.mov,209153024,105444352,314597376,19685376,19685376,6841344,98603008,105444352,19685376,19685376,78917632,19685376,98603008,19685376,19685376,19685376,0,19685376,19685376,0
240 , 340 , 124166506 , 170 , 4700160000 , 0 , 0 , 340 , 17233920000 , 17339 , 159796224 , 170000 , 1566720000 , 13410 , 123586560 , 391680000 , 0 , inf,../recordings/acmmm2011/./1920x1200/flickr.mov,913403904,776902656,1690306560,123586560,123586560,64973824,711928832,776902656,123586560,123586560,582699008,129229824,711928832,123586560,123586560,129229824,0,129229824,123586560,0
240 , 310 , 254508739 , 155 , 4285440000 , 0 , 0 , 310 , 15713280000 , 68352 , 629932032 , 155000 , 1428480000 , 27402 , 252536832 , 357120000 , 0 , inf,../recordings/acmmm2011/./1920x1200/maps.mov,331965440,1349051392,1681016832,252536832,252536832,43932672,1305118720,1349051392,252536832,252536832,1050314752,254803968,1305118720,252536832,252536832,254803968,0,254803968,252536832,0
240 , 280 , 75349252 , 140 , 3870720000 , 0 , 0 , 280 , 14192640000 , 15006 , 138295296 , 140000 , 1290240000 , 8126 , 74889216 , 322560000 , 0 , inf,../recordings/acmmm2011/./1920x1200/xcode.mov,573005824,792123392,1365129216,74889216,74889216,106504192,685619200,792123392,74889216,74889216,607068160,78551040,685619200,74889216,74889216,78551040,0,78551040,74889216,0
240 , 412 , 317902162 , 206 , 5695488000 , 0 , 0 , 412 , 20883456000 , 43970 , 405227520 , 206000 , 1898496000 , 34335 , 316431360 , 474624000 , 0 , inf,../recordings/acmmm2011/./1920x1200/npr.mov,481222656,1733704704,2214927360,316431360,316431360,119960576,1613744128,1733704704,316431360,316431360,1295288320,318455808,1613744128,316431360,316431360,318455808,0,318455808,316431360,0
240 , 298 , 168769489 , 149 , 4119552000 , 0 , 0 , 298 , 15105024000 , 27520 , 253624320 , 149000 , 1373184000 , 18217 , 167887872 , 343296000 , 0 , inf,../recordings/acmmm2011/./1920x1200/slideshow.mov,520275968,1020795904,1541071872,167887872,167887872,49865728,970930176,1020795904,167887872,167887872,779410432,191519744,970930176,167887872,167887872,191519744,0,191519744,167887872,0
