Frames,Commands Sent,Bytes Transmitted,IV Num Reads,IV Bytes Read,IV Num Writes,IV Bytes Written,CP Num Reads,CP Bytes Read,CP Num Writes,CP Bytes Written,FV Num Reads,FV Bytes Read,FV Num Writes,FV Bytes Written,Pixels Mapped,Pixels Blended,PSNR,File Name,L1-Hit,L1-Miss,L1-Load,L1-Store,L1-Evict,L2-Hit,L2-Miss,L2-Load,L2-Store,L2-Evict,L3-Hit,L3-Miss,L3-Load,L3-Store,L3-Evict,Mem-Hit,Mem-Miss,Mem-Load,Mem-Store,Mem-Evict
240 , 8640000 , 811944792 , 29399146 , 37883079936 , 0 , 0 , 29399386 , 396764759808 , 79893099 , 40905266688 , 29399146 , 12627693312 , 0 , 0 , 552960000 , 0 , inf,../recordings/acmmm2011/./1920x1200/desktop.mov,4037750528,8192,4037758720,0,0,0,16384,16384,0,0,0,16384,16384,0,0,16384,0,16384,0,0
240 , 8640000 , 1089408296 , 34228232 , 47527775232 , 0 , 0 , 34228472 , 425698845696 , 114576037 , 58662930944 , 34228232 , 15842591744 , 0 , 0 , 552960000 , 0 , inf,../recordings/acmmm2011/./1920x1200/digg.mov,2957681664,8192,2957689856,0,0,0,16384,16384,0,0,0,16384,16384,0,0,16384,0,16384,0,0
240 , 8640000 , 1156094056 , 36856433 , 54846804480 , 0 , 0 , 36856673 , 447655933440 , 122911757 , 62930819584 , 36856433 , 18282268160 , 0 , 0 , 552960000 , 0 , inf,../recordings/acmmm2011/./1920x1200/email.mov,1102390784,8192,1102398976,0,0,0,16384,16384,0,0,0,16384,16384,0,0,16384,0,16384,0,0
240 , 8640000 , 1427122368 , 42742099 , 67768882176 , 0 , 0 , 42742339 , 486422166528 , 156790296 , 80276631552 , 42742099 , 22589627392 , 0 , 0 , 552960000 , 0 , inf,../recordings/acmmm2011/./1920x1200/document.mov,1114782720,8192,1114790912,0,0,0,16384,16384,0,0,0,16384,16384,0,0,16384,0,16384,0,0
240 , 8640000 , 775640288 , 27592669 , 33109012224 , 0 , 0 , 27592909 , 382442556672 , 75355036 , 38581778432 , 27592669 , 11036337408 , 0 , 0 , 552960000 , 0 , inf,../recordings/acmmm2011/./1920x1200/flickr.mov,2446394624,8192,2446402816,0,0,0,16384,16384,0,0,0,16384,16384,0,0,16384,0,16384,0,0
240 , 8640000 , 519482688 , 22857117 , 26133204480 , 0 , 0 , 22857357 , 361515133440 , 43335336 , 22187692032 , 22857117 , 8711068160 , 0 , 0 , 552960000 , 0 , inf,../recordings/acmmm2011/./1920x1200/presentation.mov,121125376,8192,121133568,0,0,0,16384,16384,0,0,0,16384,16384,0,0,16384,0,16384,0,0
240 , 8640000 , 1088846848 , 33201618 , 46403805696 , 0 , 0 , 33201858 , 422326937088 , 114505856 , 58626998272 , 33201618 , 15467935232 , 0 , 0 , 552960000 , 0 , inf,../recordings/acmmm2011/./1920x1200/npr.mov,2583025152,8192,2583033344,0,0,0,16384,16384,0,0,0,16384,16384,0,0,16384,0,16384,0,0
240 , 8640000 , 841226296 , 29538685 , 35463720960 , 0 , 0 , 29538925 , 389506682880 , 83553287 , 42779282944 , 29538685 , 11821240320 , 0 , 0 , 552960000 , 0 , inf,../recordings/acmmm2011/./1920x1200/slideshow.mov,3231297536,8192,3231305728,0,0,0,16384,16384,0,0,0,16384,16384,0,0,16384,0,16384,0,0
240 , 8640000 , 1793521096 , 50890920 , 75324405504 , 0 , 0 , 50891160 , 509088736512 , 202590137 , 103726150144 , 50890920 , 25108135168 , 0 , 0 , 552960000 , 0 , inf,../recordings/acmmm2011/./1920x1200/maps.mov,3633290496,8192,3633298688,0,0,0,16384,16384,0,0,0,16384,16384,0,0,16384,0,16384,0,0
240 , 8640000 , 727234664 , 26757384 , 33389322240 , 0 , 0 , 26757624 , 383283486720 , 69304333 , 35483818496 , 26757384 , 11129774080 , 0 , 0 , 552960000 , 0 , inf,../recordings/acmmm2011/./1920x1200/youtube.mov,2539831296,8192,2539839488,0,0,0,16384,16384,0,0,0,16384,16384,0,0,16384,0,16384,0,0
