Frames,Commands Sent,Bytes Transmitted,IV Num Reads,IV Bytes Read,IV Num Writes,IV Bytes Written,CP Num Reads,CP Bytes Read,CP Num Writes,CP Bytes Written,FV Num Reads,FV Bytes Read,FV Num Writes,FV Bytes Written,Pixels Mapped,Pixels Blended,PSNR,File Name,L1-Hit,L1-Miss,L1-Load,L1-Store,L1-Evict,L2-Hit,L2-Miss,L2-Load,L2-Store,L2-Evict,L3-Hit,L3-Miss,L3-Load,L3-Store,L3-Evict,Mem-Hit,Mem-Miss,Mem-Load,Mem-Store,Mem-Evict
240 , 993600 , 38375680 , 2137199 , 1618406016 , 0 , 0 , 2137439 , 36882661248 , 2312960 , 901517440 , 2137199 , 539468672 , 0 , 0 , 62553600 , 0 , inf,../recordings/acmmm2011/./video/bourne-13-dialog.m4v,539465184,3488,539468672,0,0,0,6976,6976,0,0,0,6976,6976,0,0,6976,0,6976,0,0
240 , 993600 , 40655272 , 2140046 , 1622739648 , 0 , 0 , 2140286 , 36895662144 , 2597909 , 1033356928 , 2140046 , 540913216 , 0 , 0 , 62553600 , 0 , inf,../recordings/acmmm2011/./video/bourne-10-action.m4v,540907168,6048,540913216,0,0,0,12096,12096,0,0,0,12096,12096,0,0,12096,0,12096,0,0
240 , 993600 , 50455912 , 2267158 , 1764632448 , 0 , 0 , 2267398 , 37321340544 , 3822989 , 1665533824 , 2267158 , 588210816 , 0 , 0 , 62553600 , 0 , inf,../recordings/acmmm2011/./video/bourne-2-moderate.m4v,588204896,5920,588210816,0,0,0,11840,11840,0,0,0,11840,11840,0,0,11840,0,11840,0,0
240 , 2611200 , 134762216 , 5890825 , 4845279744 , 0 , 0 , 5891065 , 100099640832 , 10317277 , 5282445824 , 5890825 , 1615093248 , 0 , 0 , 167116800 , 0 , inf,../recordings/acmmm2011/./video/captain-720.mov,1615085824,7424,1615093248,0,0,0,14848,14848,0,0,0,14848,14848,0,0,14848,0,14848,0,0
240 , 2611200 , 102539704 , 5646266 , 4555209216 , 0 , 0 , 5646506 , 99229429248 , 6289463 , 3220205056 , 5646266 , 1518403072 , 0 , 0 , 167116800 , 0 , inf,../recordings/acmmm2011/./video/limitless-720.mov,1518397440,5632,1518403072,0,0,0,11264,11264,0,0,0,11264,11264,0,0,11264,0,11264,0,0
240 , 5875200 , 199197648 , 12296326 , 9712692480 , 0 , 0 , 12296566 , 221656631040 , 10211706 , 5228393472 , 12296326 , 3237564160 , 0 , 0 , 376012800 , 0 , inf,../recordings/acmmm2011/./video/limitless-1080.mov,3237559936,4224,3237564160,0,0,0,8448,8448,0,0,0,8448,8448,0,0,8448,0,8448,0,0
240 , 5875200 , 240888984 , 12616976 , 10117338624 , 0 , 0 , 12617216 , 222870569472 , 15423123 , 7896638976 , 12616976 , 3372446208 , 0 , 0 , 376012800 , 0 , inf,../recordings/acmmm2011/./video/captain-1080.mov,3372439296,6912,3372446208,0,0,0,13824,13824,0,0,0,13824,13824,0,0,13824,0,13824,0,0
