Frames,Commands Sent,Bytes Transmitted,IV Num Reads,IV Bytes Read,IV Num Writes,IV Bytes Written,CP Num Reads,CP Bytes Read,CP Num Writes,CP Bytes Written,FV Num Reads,FV Bytes Read,FV Num Writes,FV Bytes Written,Pixels Mapped,Pixels Blended,PSNR,File Name,L1-Hit,L1-Miss,L1-Load,L1-Store,L1-Evict,L2-Hit,L2-Miss,L2-Load,L2-Store,L2-Evict,L3-Hit,L3-Miss,L3-Load,L3-Store,L3-Evict,Mem-Hit,Mem-Miss,Mem-Load,Mem-Store,Mem-Evict
240 , 240 , 261336800 , 0 , 0 , 0 , 0 , 480 , 1501286400 , 0 , 0 , 240 , 250214400 , 200410 , 248735520 , 62553600 , 0 , inf,../recordings/acmmm2011/./video/bourne-2-moderate.m4v,0,499169408,499169408,248735520,248955008,0,499169408,499169408,248955008,248955008,498126848,1042560,499169408,248955008,1042560,1042560,0,1042560,1042560,0
240 , 240 , 260979504 , 0 , 0 , 0 , 0 , 480 , 1501286400 , 0 , 0 , 240 , 250214400 , 200136 , 248739840 , 62553600 , 0 , inf,../recordings/acmmm2011/./video/bourne-13-dialog.m4v,0,499679744,499679744,248739840,249465344,0,499679744,499679744,249465344,249465344,498637184,1042560,499679744,249465344,1042560,1042560,0,1042560,1042560,0
240 , 240 , 261926208 , 0 , 0 , 0 , 0 , 480 , 1501286400 , 0 , 0 , 240 , 250214400 , 200862 , 249414624 , 62553600 , 0 , inf,../recordings/acmmm2011/./video/bourne-10-action.m4v,0,499920384,499920384,249414624,249705984,0,499920384,499920384,249705984,249705984,498877824,1042560,499920384,249705984,1042560,1042560,0,1042560,1042560,0
240 , 226 , 613730610 , 0 , 0 , 0 , 0 , 452 , 3776839680 , 0 , 0 , 226 , 629473280 , 149544 , 612532224 , 157368320 , 0 , inf,../recordings/acmmm2011/./video/captain-720.mov,0,1242005248,1242005248,612532224,612532224,41728,1241963520,1242005248,612532224,612532224,1239178240,2785280,1241963520,612532224,2785280,2785280,0,2785280,2785280,0
240 , 240 , 664653168 , 0 , 0 , 0 , 0 , 480 , 4010803200 , 0 , 0 , 240 , 668467200 , 161952 , 663355392 , 167116800 , 0 , inf,../recordings/acmmm2011/./video/limitless-720.mov,0,1331822592,1331822592,663355392,663355392,0,1331822592,1331822592,663355392,663355392,1329037312,2785280,1331822592,663355392,2785280,2785280,0,2785280,2785280,0
240 , 224 , 1393942120 , 0 , 0 , 0 , 0 , 448 , 8422686720 , 0 , 0 , 224 , 1403781120 , 151121 , 1392731136 , 350945280 , 0 , inf,../recordings/acmmm2011/./video/captain-1080.mov,0,2796512256,2796512256,1392731136,1392731136,0,2796512256,2796512256,1392731136,1392731136,2790245376,6266880,2796512256,1392731136,6266880,6266880,0,6266880,6266880,0
240 , 240 , 1500857648 , 0 , 0 , 0 , 0 , 480 , 9024307200 , 0 , 0 , 240 , 1504051200 , 162712 , 1499553792 , 376012800 , 0 , inf,../recordings/acmmm2011/./video/limitless-1080.mov,0,3003604992,3003604992,1499553792,1499553792,0,3003604992,3003604992,1499553792,1499553792,2997338112,6266880,3003604992,1499553792,6266880,6266880,0,6266880,6266880,0
