Frames,Commands Sent,Bytes Transmitted,IV Num Reads,IV Bytes Read,IV Num Writes,IV Bytes Written,CP Num Reads,CP Bytes Read,CP Num Writes,CP Bytes Written,FV Num Reads,FV Bytes Read,FV Num Writes,FV Bytes Written,Pixels Mapped,Pixels Blended,PSNR,File Name,L1-Hit,L1-Miss,L1-Load,L1-Store,L1-Evict,L2-Hit,L2-Miss,L2-Load,L2-Store,L2-Evict,L3-Hit,L3-Miss,L3-Load,L3-Store,L3-Evict,Mem-Hit,Mem-Miss,Mem-Load,Mem-Store,Mem-Evict
240 , 376 , 50440732 , 188 , 1299456000 , 0 , 0 , 376 , 4764672000 , 25077 , 57777408 , 188000 , 433152000 , 21518 , 49577472 , 108288000 , 0 , inf,../recordings/acmmm2011/./960x600/desktop.mov,292560384,334553088,482729472,49577472,49577472,10694656,323858432,334553088,49577472,49577472,274258944,49599488,323858432,49577472,49574144,49599488,0,49599488,49574144,0
240 , 462 , 462541803 , 231 , 3592512000 , 0 , 0 , 462 , 13172544000 , 93759 , 486046656 , 231000 , 1197504000 , 88585 , 459224640 , 299376000 , 0 , inf,../recordings/acmmm2011/./1440x900/youtube.mov,776371456,1279525184,1656728640,459224640,459224640,31122432,1248402752,1279525184,459224640,459224640,788573952,459828800,1248402752,459224640,459224640,459828800,0,459828800,459224640,0
240 , 298 , 30179533 , 149 , 1029888000 , 0 , 0 , 298 , 3776256000 , 24491 , 56427264 , 149000 , 343296000 , 12776 , 29435904 , 85824000 , 0 , inf,../recordings/acmmm2011/./960x600/email.mov,217293568,269870336,372731904,29435904,29435904,10136320,259734016,269870336,29435904,29435904,230295808,29438208,259734016,29435904,29435904,29438208,0,29438208,29435904,0
240 , 54 , 6022611 , 27 , 186624000 , 0 , 0 , 54 , 684288000 , 7164 , 16505856 , 27000 , 62208000 , 2526 , 5819904 , 15552000 , 0 , inf,../recordings/acmmm2011/./960x600/presentation.mov,55832832,32931072,68027904,5819904,5819904,1221120,31709952,32931072,5819904,5819904,25890048,5819904,31709952,5819904,5819904,5819904,0,5819904,5819904,0
240 , 338 , 35211809 , 169 , 1168128000 , 0 , 0 , 338 , 4283136000 , 18767 , 43239168 , 169000 , 389376000 , 15008 , 34578432 , 97344000 , 0 , inf,../recordings/acmmm2011/./960x600/flickr.mov,352754432,200992000,423954432,34578432,34578432,4046336,196945664,200992000,34578432,34578432,162277632,34668032,196945664,34578432,34578432,34668032,0,34668032,34578432,0
240 , 304 , 49174648 , 152 , 1050624000 , 0 , 0 , 304 , 3852288000 , 33530 , 77253120 , 152000 , 350208000 , 20884 , 48116736 , 87552000 , 0 , inf,../recordings/acmmm2011/./960x600/maps.mov,202455808,312604928,398324736,48116736,48116736,6277376,306327552,312604928,48116736,48116736,258132736,48194816,306327552,48116736,48116736,48194816,0,48194816,48116736,0
240 , 408 , 83625432 , 204 , 1410048000 , 0 , 0 , 408 , 5170176000 , 47787 , 110101248 , 204000 , 470016000 , 35611 , 82047744 , 117504000 , 0 , inf,../recordings/acmmm2011/./960x600/npr.mov,269840128,438895616,552063744,82047744,82047744,15633920,423261696,438895616,82047744,82047744,341511680,81750016,423261696,82047744,81749248,81750016,0,81750016,81749248,0
240 , 290 , 19630253 , 145 , 1002240000 , 0 , 0 , 290 , 3674880000 , 14848 , 34209792 , 145000 , 334080000 , 8321 , 19171584 , 83520000 , 0 , inf,../recordings/acmmm2011/./960x600/xcode.mov,250319104,214292480,353251584,19171584,19171584,12866048,201426432,214292480,19171584,19171584,182254848,19171584,201426432,19171584,19171584,19171584,0,19171584,19171584,0
240 , 276 , 46141158 , 138 , 953856000 , 0 , 0 , 276 , 3497472000 , 29410 , 67760640 , 138000 , 317952000 , 19617 , 45197568 , 79488000 , 0 , inf,../recordings/acmmm2011/./960x600/slideshow.mov,204906496,264227072,363149568,45197568,45197568,10534656,253692416,264227072,45197568,45197568,208483072,45209344,253692416,45197568,45108736,45209344,0,45209344,45108736,0
240 , 462 , 202088811 , 231 , 1596672000 , 0 , 0 , 462 , 5854464000 , 91385 , 210551040 , 231000 , 532224000 , 86309 , 198855936 , 133056000 , 0 , inf,../recordings/acmmm2011/./960x600/youtube.mov,355286784,553201152,731079936,198855936,198855936,11009280,542191872,553201152,198855936,198855936,343321856,198870016,542191872,198855936,198853888,198870016,0,198870016,198853888,0
