Frames,Commands Sent,Bytes Transmitted,IV Num Reads,IV Bytes Read,IV Num Writes,IV Bytes Written,CP Num Reads,CP Bytes Read,CP Num Writes,CP Bytes Written,FV Num Reads,FV Bytes Read,FV Num Writes,FV Bytes Written,Pixels Mapped,Pixels Blended,PSNR,File Name,L1-Hit,L1-Miss,L1-Load,L1-Store,L1-Evict,L2-Hit,L2-Miss,L2-Load,L2-Store,L2-Evict,L3-Hit,L3-Miss,L3-Load,L3-Store,L3-Evict,Mem-Hit,Mem-Miss,Mem-Load,Mem-Store,Mem-Evict
,177179136,469191680,467977216,237800448,238614144,28352,469163328,469191680,238614144,238604800,456203328,12960000,469163328,238604800,12960000,12960000,0,12960000,12960000,0
,177947904,469301504,468855808,239458032,239492608,64,469301440,469301504,239492608,239492608,456341440,12960000,469301440,239492608,12960000,12960000,0,12960000,12960000,0
,177776704,469157120,468540224,238950000,239177088,52672,469104448,469157120,239177088,239171200,456144448,12960000,469104448,239171200,12960000,12960000,0,12960000,12960000,0
,2523136,1178193920,1180717056,587452416,587452416,1585152,1176608768,1178193920,587452416,587452416,625569792,551038976,1176608768,587452416,551038976,551038976,0,551038976,551038976,0
,98304,1188741120,1188839424,592789504,592789504,294912,1188446208,1188741120,592789504,592789504,631472128,556974080,1188446208,592789504,556945408,556974080,0,556974080,556945408,0
,9802752,2629908480,2639711232,1311132672,1311132672,3782656,2626125824,2629908480,1311132672,1311132672,1346205696,1279920128,2626125824,1311132672,1279920128,1279920128,0,1279920128,1279920128,0
,156672,2678916096,2679072768,1337960448,1337960448,0,2678916096,2678916096,1337960448,1337960448,1366484992,1312431104,2678916096,1337960448,1312320512,1312431104,0,1312431104,1312320512,0
