946 , 2506 , 1154938475 , 6912000 , 27648000 , 1 , 4 , 23040000 , 101376000 , 366398208 , 1484024832 , 2304000 , 9216000 , 310493952 , 1241975808 , 0 , 2304000 , 0 , inf,./recordings/acmmm2011//./1920x1200/desktop.mov
629 , 2024 , 730391778 , 6912000 , 27648000 , 1 , 4 , 23040000 , 101376000 , 235360512 , 959874048 , 2304000 , 9216000 , 204837120 , 819348480 , 0 , 2304000 , 0 , inf,./recordings/acmmm2011//./1920x1200/digg.mov
1249 , 2524 , 642755768 , 6912000 , 27648000 , 1 , 4 , 23040000 , 101376000 , 332621568 , 1348918272 , 2304000 , 9216000 , 182702592 , 730810368 , 0 , 2304000 , 0 , inf,./recordings/acmmm2011//./1920x1200/document.mov
1019 , 2418 , 563808103 , 6912000 , 27648000 , 1 , 4 , 23040000 , 101376000 , 415777536 , 1681542144 , 2304000 , 9216000 , 162775296 , 651101184 , 0 , 2304000 , 0 , inf,./recordings/acmmm2011//./1920x1200/email.mov
1005 , 2530 , 1287050027 , 6912000 , 27648000 , 1 , 4 , 23040000 , 101376000 , 395949312 , 1602229248 , 2304000 , 9216000 , 343401984 , 1373607936 , 0 , 2304000 , 0 , inf,./recordings/acmmm2011//./1920x1200/flickr.mov
1496 , 3062 , 2143498245 , 6912000 , 27648000 , 1 , 4 , 23040000 , 101376000 , 1263449088 , 5072228352 , 2304000 , 9216000 , 554978304 , 2219913216 , 0 , 2304000 , 0 , inf,./recordings/acmmm2011//./1920x1200/maps.mov
889 , 2186 , 985944867 , 6912000 , 27648000 , 1 , 4 , 23040000 , 101376000 , 374512896 , 1516483584 , 2304000 , 9216000 , 268280064 , 1073120256 , 0 , 2304000 , 0 , inf,./recordings/acmmm2011//./1920x1200/npr.mov
949 , 1290 , 146397811 , 6912000 , 27648000 , 1 , 4 , 23040000 , 101376000 , 125224704 , 519330816 , 2304000 , 9216000 , 59316480 , 237265920 , 0 , 2304000 , 0 , inf,./recordings/acmmm2011//./1920x1200/presentation.mov
1304 , 2662 , 1422655157 , 6912000 , 27648000 , 1 , 4 , 23040000 , 101376000 , 720930816 , 2902155264 , 2304000 , 9216000 , 376413696 , 1505654784 , 0 , 2304000 , 0 , inf,./recordings/acmmm2011//./1920x1200/slideshow.mov
1498 , 3196 , 882547868 , 6912000 , 27648000 , 1 , 4 , 23040000 , 101376000 , 504177408 , 2035141632 , 2304000 , 9216000 , 242125056 , 968500224 , 0 , 2304000 , 0 , inf,./recordings/acmmm2011//./1920x1200/xcode.mov
1052 , 2942 , 1646634861 , 6912000 , 27648000 , 1 , 4 , 23040000 , 101376000 , 489263616 , 1975486464 , 2304000 , 9216000 , 432937728 , 1731750912 , 0 , 2304000 , 0 , inf,./recordings/acmmm2011//./1920x1200/youtube.mov
946 , 2520 , 612066550 , 3888000 , 15552000 , 1 , 4 , 12960000 , 57024000 , 191493072 , 776340288 , 1296000 , 5184000 , 164786400 , 659145600 , 0 , 1296000 , 0 , inf,./recordings/acmmm2011//./1440x900/desktop.mov
629 , 2050 , 358396091 , 3888000 , 15552000 , 1 , 4 , 12960000 , 57024000 , 115857216 , 473796864 , 1296000 , 5184000 , 101865600 , 407462400 , 0 , 1296000 , 0 , inf,./recordings/acmmm2011//./1440x900/digg.mov
1249 , 2568 , 347361022 , 3888000 , 15552000 , 1 , 4 , 12960000 , 57024000 , 162263088 , 659420352 , 1296000 , 5184000 , 98897760 , 395591040 , 0 , 1296000 , 0 , inf,./recordings/acmmm2011//./1440x900/document.mov
1019 , 2424 , 285551974 , 3888000 , 15552000 , 1 , 4 , 12960000 , 57024000 , 225318672 , 911642688 , 1296000 , 5184000 , 83190240 , 332760960 , 0 , 1296000 , 0 , inf,./recordings/acmmm2011//./1440x900/email.mov
1005 , 2554 , 697522007 , 3888000 , 15552000 , 1 , 4 , 12960000 , 57024000 , 223013088 , 902420352 , 1296000 , 5184000 , 185955264 , 743821056 , 0 , 1296000 , 0 , inf,./recordings/acmmm2011//./1440x900/flickr.mov
